"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Memphis, TN-MS-AR","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1282.0","593.0","689.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","118.0","51.0","67.0","-"
"25 to 34 years","343.0","132.0","211.0","-"
"35 to 44 years","445.0","232.0","213.0","-"
"45 to 54 years","207.0","98.0","109.0","-"
"55 to 64 years","106.0","48.0","58.0","-"
"65 years and over","63.0","32.0","31.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","270.0","142.0","128.0","-"
"Married","908.0","419.0","489.0","-"
"Other","104.0","32.0","72.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","116.0","63.0","53.0","-"
"Service occupations","5.0","D","D","-"
"Sales and office occupations","21.0","13.0","8.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","5.0","D","D","-"
"Production, transportation, and material moving occupations","27.0","15.0","12.0","-"
"Military","4.0","D","D","-"
"No occupation/not working outside home","108.0","33.0","75.0","-"
"Homemakers","19.0","-","19.0","-"
"Students or children","73.0","30.0","43.0","-"
"Retirees","D","D","-","-"
"Unemployed","D","D","13.0","-"
"Unknown","996.0","460.0","536.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Brazil","18.0","8.0","10.0","-"
"Cambodia","16.0","7.0","9.0","-"
"Canada","22.0","9.0","13.0","-"
"China","81.0","37.0","44.0","-"
"Colombia","15.0","4.0","11.0","-"
"Ethiopia","28.0","17.0","11.0","-"
"Honduras","18.0","9.0","9.0","-"
"India","173.0","91.0","82.0","-"
"Iraq","32.0","24.0","8.0","-"
"Jordan","21.0","13.0","8.0","-"
"Korea","24.0","10.0","14.0","-"
"Mexico","131.0","63.0","68.0","-"
"Nigeria","29.0","16.0","13.0","-"
"Pakistan","19.0","11.0","8.0","-"
"Philippines","86.0","30.0","56.0","-"
"Somalia","21.0","13.0","8.0","-"
"Sudan","17.0","7.0","10.0","-"
"Thailand","18.0","4.0","14.0","-"
"United Kingdom","18.0","9.0","9.0","-"
"Vietnam","152.0","61.0","91.0","-"
"Other","332.0","144.0","188.0","-"
"Unknown","11.0","6.0","5.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
