"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: College Station-Bryan, TX","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","289.0","135.0","154.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","32.0","16.0","16.0","-"
"25 to 34 years","85.0","39.0","46.0","-"
"35 to 44 years","78.0","30.0","48.0","-"
"45 to 54 years","42.0","21.0","21.0","-"
"55 to 64 years","34.0","17.0","17.0","-"
"65 years and over","18.0","12.0","6.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","60.0","32.0","28.0","-"
"Married","206.0","96.0","110.0","-"
"Other","23.0","7.0","16.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","30.0","13.0","17.0","-"
"Service occupations","5.0","D","D","-"
"Sales and office occupations","8.0","4.0","4.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","16.0","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","45.0","13.0","32.0","-"
"Homemakers","D","-","D","-"
"Students or children","30.0","10.0","20.0","-"
"Retirees","D","D","-","-"
"Unemployed","D","D","D","-"
"Unknown","181.0","86.0","95.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Argentina","D","D","D","-"
"Australia","D","D","D","-"
"Canada","9.0","5.0","4.0","-"
"China","9.0","3.0","6.0","-"
"Colombia","D","D","D","-"
"Egypt","4.0","D","D","-"
"El Salvador","8.0","-","8.0","-"
"India","25.0","10.0","15.0","-"
"Jamaica","3.0","D","D","-"
"Korea","4.0","D","D","-"
"Kuwait","3.0","-","3.0","-"
"Mexico","140.0","76.0","64.0","-"
"Pakistan","12.0","6.0","6.0","-"
"Philippines","3.0","-","3.0","-"
"Poland","3.0","-","3.0","-"
"Romania","3.0","D","D","-"
"Russia","7.0","3.0","4.0","-"
"Taiwan","6.0","D","D","-"
"Turkey","3.0","D","D","-"
"Vietnam","8.0","D","D","-"
"Other","33.0","16.0","17.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
