"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Bay City, TX","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","98.0","45.0","53.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","15.0","D","D","-"
"25 to 34 years","17.0","7.0","10.0","-"
"35 to 44 years","27.0","13.0","14.0","-"
"45 to 54 years","20.0","11.0","9.0","-"
"55 to 64 years","13.0","6.0","7.0","-"
"65 years and over","6.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","19.0","10.0","9.0","-"
"Married","70.0","32.0","38.0","-"
"Other","9.0","3.0","6.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","-","-","-","-"
"Service occupations","D","-","D","-"
"Sales and office occupations","-","-","-","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","7.0","3.0","4.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","9.0","D","D","-"
"Homemakers","5.0","-","5.0","-"
"Students or children","D","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","D","-","D","-"
"Unknown","76.0","39.0","37.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Cambodia","D","D","-","-"
"China","D","-","D","-"
"El Salvador","D","D","D","-"
"Germany","D","D","-","-"
"Guatemala","D","-","D","-"
"India","3.0","D","D","-"
"Japan","D","-","D","-"
"Laos","D","D","-","-"
"Mexico","74.0","37.0","37.0","-"
"Nigeria","D","-","D","-"
"Panama","D","-","D","-"
"Philippines","D","D","D","-"
"Vietnam","9.0","D","D","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
