"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Bellingham, WA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","492.0","204.0","288.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","56.0","23.0","33.0","-"
"25 to 34 years","101.0","34.0","67.0","-"
"35 to 44 years","122.0","56.0","66.0","-"
"45 to 54 years","97.0","41.0","56.0","-"
"55 to 64 years","61.0","24.0","37.0","-"
"65 years and over","55.0","26.0","29.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","78.0","36.0","42.0","-"
"Married","375.0","161.0","214.0","-"
"Other","39.0","7.0","32.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","63.0","26.0","37.0","-"
"Service occupations","36.0","13.0","23.0","-"
"Sales and office occupations","36.0","D","D","-"
"Farming, fishing, and forestry occupations","D","D","D","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","41.0","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","49.0","13.0","36.0","-"
"Homemakers","9.0","-","9.0","-"
"Students or children","28.0","8.0","20.0","-"
"Retirees","8.0","5.0","3.0","-"
"Unemployed","4.0","-","4.0","-"
"Unknown","255.0","102.0","153.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Canada","122.0","40.0","82.0","-"
"China","9.0","5.0","4.0","-"
"Fiji","7.0","D","D","-"
"Germany","9.0","3.0","6.0","-"
"India","28.0","14.0","14.0","-"
"Iran","5.0","D","D","-"
"Korea","11.0","3.0","8.0","-"
"Kyrgyzstan","6.0","-","6.0","-"
"Mexico","42.0","22.0","20.0","-"
"Netherlands","5.0","D","D","-"
"Philippines","16.0","4.0","12.0","-"
"Russia","46.0","21.0","25.0","-"
"Soviet Union (former)","6.0","D","D","-"
"Taiwan","5.0","D","D","-"
"Tajikistan","10.0","3.0","7.0","-"
"Turkmenistan","8.0","5.0","3.0","-"
"Ukraine","50.0","27.0","23.0","-"
"United Kingdom","15.0","6.0","9.0","-"
"Uzbekistan","7.0","D","D","-"
"Vietnam","13.0","4.0","9.0","-"
"Other","72.0","35.0","37.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
