"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Twin Falls, ID","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","187.0","76.0","111.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","21.0","4.0","17.0","-"
"25 to 34 years","43.0","20.0","23.0","-"
"35 to 44 years","48.0","18.0","30.0","-"
"45 to 54 years","43.0","15.0","28.0","-"
"55 to 64 years","21.0","15.0","6.0","-"
"65 years and over","11.0","4.0","7.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","36.0","11.0","25.0","-"
"Married","129.0","55.0","74.0","-"
"Other","22.0","10.0","12.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","12.0","3.0","9.0","-"
"Service occupations","15.0","D","D","-"
"Sales and office occupations","10.0","D","D","-"
"Farming, fishing, and forestry occupations","5.0","D","D","-"
"Construction, extraction, maintenance and repair occupations","3.0","3.0","-","-"
"Production, transportation, and material moving occupations","43.0","24.0","19.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","10.0","D","D","-"
"Homemakers","-","-","-","-"
"Students or children","7.0","D","D","-"
"Retirees","3.0","D","D","-"
"Unemployed","-","-","-","-"
"Unknown","89.0","36.0","53.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Australia","D","-","D","-"
"Azerbaijan","D","-","D","-"
"Bosnia and Herzegovina","19.0","7.0","12.0","-"
"Cambodia","D","-","D","-"
"Canada","D","-","D","-"
"Chile","D","-","D","-"
"Croatia","D","D","-","-"
"Dominican Republic","D","-","D","-"
"Ecuador","D","-","D","-"
"El Salvador","D","D","-","-"
"France","D","-","D","-"
"Germany","D","-","D","-"
"Guatemala","D","D","D","-"
"Laos","4.0","D","D","-"
"Mexico","123.0","55.0","68.0","-"
"Netherlands","D","D","D","-"
"Philippines","3.0","-","3.0","-"
"Portugal","7.0","3.0","4.0","-"
"Russia","D","-","D","-"
"Vietnam","5.0","-","5.0","-"
"Other","6.0","3.0","3.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
