"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Birmingham-Hoover, AL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","590.0","271.0","319.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","55.0","22.0","33.0","-"
"25 to 34 years","142.0","61.0","81.0","-"
"35 to 44 years","221.0","102.0","119.0","-"
"45 to 54 years","101.0","51.0","50.0","-"
"55 to 64 years","42.0","22.0","20.0","-"
"65 years and over","29.0","13.0","16.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","109.0","57.0","52.0","-"
"Married","420.0","190.0","230.0","-"
"Other","61.0","24.0","37.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","56.0","31.0","25.0","-"
"Service occupations","D","D","-","-"
"Sales and office occupations","6.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","D","-"
"Production, transportation, and material moving occupations","10.0","7.0","3.0","-"
"Military","3.0","3.0","-","-"
"No occupation/not working outside home","49.0","18.0","31.0","-"
"Homemakers","D","-","D","-"
"Students or children","39.0","15.0","24.0","-"
"Retirees","D","D","-","-"
"Unemployed","D","D","D","-"
"Unknown","463.0","207.0","256.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Canada","14.0","8.0","6.0","-"
"China","39.0","19.0","20.0","-"
"Colombia","10.0","D","D","-"
"El Salvador","10.0","D","D","-"
"Honduras","8.0","3.0","5.0","-"
"India","90.0","39.0","51.0","-"
"Iran","8.0","5.0","3.0","-"
"Israel","7.0","D","D","-"
"Jamaica","8.0","D","D","-"
"Kenya","15.0","7.0","8.0","-"
"Korea","11.0","6.0","5.0","-"
"Mexico","89.0","46.0","43.0","-"
"Nicaragua","8.0","D","D","-"
"Nigeria","8.0","3.0","5.0","-"
"Pakistan","17.0","11.0","6.0","-"
"Philippines","29.0","4.0","25.0","-"
"Russia","9.0","4.0","5.0","-"
"Taiwan","9.0","3.0","6.0","-"
"United Kingdom","12.0","7.0","5.0","-"
"Vietnam","46.0","24.0","22.0","-"
"Other","142.0","64.0","78.0","-"
"Unknown","1.0","1.0","-","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
