"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Buffalo-Niagara Falls, NY","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1039.0","477.0","562.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","95.0","48.0","47.0","-"
"25 to 34 years","287.0","124.0","163.0","-"
"35 to 44 years","267.0","123.0","144.0","-"
"45 to 54 years","199.0","90.0","109.0","-"
"55 to 64 years","121.0","57.0","64.0","-"
"65 years and over","70.0","35.0","35.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","227.0","130.0","97.0","-"
"Married","716.0","313.0","403.0","-"
"Other","96.0","34.0","62.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","93.0","44.0","49.0","-"
"Service occupations","27.0","13.0","14.0","-"
"Sales and office occupations","17.0","9.0","8.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","3.0","3.0","-","-"
"Production, transportation, and material moving occupations","49.0","33.0","16.0","-"
"Military","3.0","3.0","-","-"
"No occupation/not working outside home","135.0","52.0","83.0","-"
"Homemakers","20.0","D","D","-"
"Students or children","87.0","38.0","49.0","-"
"Retirees","7.0","D","D","-"
"Unemployed","21.0","D","D","-"
"Unknown","712.0","320.0","392.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Belarus","19.0","11.0","8.0","-"
"Bosnia and Herzegovina","63.0","33.0","30.0","-"
"Canada","69.0","29.0","40.0","-"
"China","55.0","33.0","22.0","-"
"Croatia","19.0","12.0","7.0","-"
"Dominican Republic","17.0","9.0","8.0","-"
"India","105.0","51.0","54.0","-"
"Iran","16.0","6.0","10.0","-"
"Iraq","24.0","11.0","13.0","-"
"Jamaica","22.0","10.0","12.0","-"
"Korea","18.0","7.0","11.0","-"
"Pakistan","26.0","14.0","12.0","-"
"Philippines","22.0","8.0","14.0","-"
"Poland","23.0","6.0","17.0","-"
"Russia","18.0","9.0","9.0","-"
"Sudan","23.0","11.0","12.0","-"
"Ukraine","29.0","11.0","18.0","-"
"United Kingdom","19.0","13.0","6.0","-"
"Vietnam","59.0","24.0","35.0","-"
"Yemen","38.0","22.0","16.0","-"
"Other","354.0","147.0","207.0","-"
"Unknown","1.0","-","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
