"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Jacksonville, FL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","3208.0","1394.0","1814.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","311.0","139.0","172.0","-"
"25 to 34 years","852.0","354.0","498.0","-"
"35 to 44 years","964.0","441.0","523.0","-"
"45 to 54 years","575.0","248.0","327.0","-"
"55 to 64 years","333.0","142.0","191.0","-"
"65 years and over","173.0","70.0","103.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","646.0","341.0","305.0","-"
"Married","2215.0","935.0","1280.0","-"
"Other","347.0","118.0","229.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","237.0","92.0","145.0","-"
"Service occupations","24.0","D","D","-"
"Sales and office occupations","44.0","11.0","33.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","21.0","D","D","-"
"Production, transportation, and material moving occupations","68.0","39.0","29.0","-"
"Military","85.0","67.0","18.0","-"
"No occupation/not working outside home","234.0","83.0","151.0","-"
"Homemakers","31.0","-","31.0","-"
"Students or children","173.0","66.0","107.0","-"
"Retirees","14.0","9.0","5.0","-"
"Unemployed","16.0","8.0","8.0","-"
"Unknown","2495.0","1073.0","1422.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Albania","72.0","38.0","34.0","-"
"Bosnia and Herzegovina","231.0","107.0","124.0","-"
"Brazil","42.0","13.0","29.0","-"
"Cambodia","54.0","23.0","31.0","-"
"Canada","56.0","23.0","33.0","-"
"China","42.0","17.0","25.0","-"
"Colombia","105.0","27.0","78.0","-"
"Cuba","167.0","82.0","85.0","-"
"Dominican Republic","43.0","22.0","21.0","-"
"Haiti","119.0","60.0","59.0","-"
"India","216.0","119.0","97.0","-"
"Iraq","44.0","26.0","18.0","-"
"Jamaica","90.0","38.0","52.0","-"
"Mexico","79.0","39.0","40.0","-"
"Peru","47.0","20.0","27.0","-"
"Philippines","416.0","151.0","265.0","-"
"Syria","41.0","27.0","14.0","-"
"Ukraine","49.0","16.0","33.0","-"
"United Kingdom","69.0","27.0","42.0","-"
"Vietnam","138.0","49.0","89.0","-"
"Other","1086.0","469.0","617.0","-"
"Unknown","2.0","1.0","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
