"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Burlington-South Burlington, VT","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","317.0","144.0","173.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","35.0","20.0","15.0","-"
"25 to 34 years","78.0","29.0","49.0","-"
"35 to 44 years","87.0","41.0","46.0","-"
"45 to 54 years","73.0","35.0","38.0","-"
"55 to 64 years","27.0","11.0","16.0","-"
"65 years and over","17.0","8.0","9.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","70.0","40.0","30.0","-"
"Married","226.0","97.0","129.0","-"
"Other","21.0","7.0","14.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","21.0","13.0","8.0","-"
"Service occupations","D","-","D","-"
"Sales and office occupations","D","-","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","D","D","D","-"
"Military","D","-","D","-"
"No occupation/not working outside home","13.0","D","D","-"
"Homemakers","D","-","D","-"
"Students or children","D","6.0","D","-"
"Retirees","-","-","-","-"
"Unemployed","D","-","D","-"
"Unknown","278.0","124.0","154.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Albania","3.0","D","D","-"
"Bosnia and Herzegovina","73.0","39.0","34.0","-"
"Brazil","3.0","D","D","-"
"Canada","44.0","18.0","26.0","-"
"China","19.0","11.0","8.0","-"
"Congo, Republic of the","3.0","D","D","-"
"France","6.0","D","D","-"
"Germany","6.0","D","D","-"
"India","12.0","6.0","6.0","-"
"Jamaica","5.0","D","D","-"
"Lebanon","6.0","3.0","3.0","-"
"Philippines","4.0","-","4.0","-"
"Poland","8.0","D","D","-"
"Russia","12.0","5.0","7.0","-"
"Serbia and Montenegro","4.0","D","D","-"
"Soviet Union (former)","4.0","D","D","-"
"Sudan","4.0","4.0","-","-"
"Taiwan","5.0","D","D","-"
"United Kingdom","7.0","3.0","4.0","-"
"Vietnam","33.0","10.0","23.0","-"
"Other","55.0","24.0","31.0","-"
"Unknown","1.0","1.0","-","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
