"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Niles-Benton Harbor, MI","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","111.0","44.0","67.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","6.0","D","D","-"
"25 to 34 years","33.0","9.0","24.0","-"
"35 to 44 years","31.0","14.0","17.0","-"
"45 to 54 years","21.0","10.0","11.0","-"
"55 to 64 years","14.0","7.0","7.0","-"
"65 years and over","6.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","16.0","7.0","9.0","-"
"Married","89.0","34.0","55.0","-"
"Other","6.0","3.0","3.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","34.0","18.0","16.0","-"
"Service occupations","7.0","-","7.0","-"
"Sales and office occupations","7.0","D","D","-"
"Farming, fishing, and forestry occupations","D","D","D","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","D","D","-","-"
"Military","-","-","-","-"
"No occupation/not working outside home","24.0","7.0","17.0","-"
"Homemakers","D","-","D","-"
"Students or children","15.0","D","D","-"
"Retirees","D","D","D","-"
"Unemployed","D","-","D","-"
"Unknown","34.0","13.0","21.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Brazil","4.0","-","4.0","-"
"Canada","3.0","D","D","-"
"Chile","3.0","D","D","-"
"China","3.0","D","D","-"
"Cuba","D","-","D","-"
"Dominican Republic","3.0","D","D","-"
"Ecuador","D","D","D","-"
"Guyana","D","D","D","-"
"Haiti","4.0","D","D","-"
"India","13.0","5.0","8.0","-"
"Jamaica","5.0","D","D","-"
"Korea","D","D","-","-"
"Mexico","10.0","3.0","7.0","-"
"Nicaragua","D","D","-","-"
"Panama","D","-","D","-"
"Philippines","5.0","D","D","-"
"Romania","3.0","D","D","-"
"Serbia and Montenegro","3.0","D","D","-"
"Taiwan","3.0","D","D","-"
"Zimbabwe","5.0","D","D","-"
"Other","32.0","16.0","16.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
