"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Tallahassee, FL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","478.0","209.0","269.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","46.0","18.0","28.0","-"
"25 to 34 years","114.0","42.0","72.0","-"
"35 to 44 years","150.0","67.0","83.0","-"
"45 to 54 years","88.0","43.0","45.0","-"
"55 to 64 years","52.0","24.0","28.0","-"
"65 years and over","28.0","15.0","13.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","111.0","50.0","61.0","-"
"Married","329.0","145.0","184.0","-"
"Other","38.0","14.0","24.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","49.0","26.0","23.0","-"
"Service occupations","-","-","-","-"
"Sales and office occupations","6.0","D","D","-"
"Farming, fishing, and forestry occupations","D","-","D","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","D","D","-","-"
"Military","D","D","-","-"
"No occupation/not working outside home","60.0","20.0","40.0","-"
"Homemakers","D","-","D","-"
"Students or children","55.0","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","D","D","-","-"
"Unknown","357.0","154.0","203.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bangladesh","7.0","4.0","3.0","-"
"Canada","19.0","5.0","14.0","-"
"China","37.0","19.0","18.0","-"
"Colombia","22.0","4.0","18.0","-"
"Cuba","14.0","6.0","8.0","-"
"El Salvador","12.0","8.0","4.0","-"
"Germany","6.0","D","D","-"
"Ghana","6.0","D","D","-"
"Haiti","12.0","7.0","5.0","-"
"India","62.0","31.0","31.0","-"
"Jamaica","28.0","8.0","20.0","-"
"Mexico","24.0","15.0","9.0","-"
"Nicaragua","11.0","5.0","6.0","-"
"Nigeria","18.0","8.0","10.0","-"
"Panama","6.0","D","D","-"
"Peru","7.0","D","D","-"
"Philippines","16.0","5.0","11.0","-"
"United Kingdom","8.0","5.0","3.0","-"
"Venezuela","19.0","7.0","12.0","-"
"Vietnam","8.0","D","D","-"
"Other","136.0","63.0","73.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
