"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Longview, WA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","68.0","24.0","44.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","5.0","D","D","-"
"25 to 34 years","17.0","7.0","10.0","-"
"35 to 44 years","26.0","8.0","18.0","-"
"45 to 54 years","10.0","3.0","7.0","-"
"55 to 64 years","7.0","3.0","4.0","-"
"65 years and over","3.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","7.0","4.0","3.0","-"
"Married","55.0","20.0","35.0","-"
"Other","6.0","-","6.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","5.0","D","D","-"
"Service occupations","9.0","-","9.0","-"
"Sales and office occupations","D","-","D","-"
"Farming, fishing, and forestry occupations","D","-","D","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","4.0","D","D","-"
"Military","D","-","D","-"
"No occupation/not working outside home","6.0","D","D","-"
"Homemakers","D","-","D","-"
"Students or children","D","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","D","-","D","-"
"Unknown","39.0","16.0","23.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Cambodia","D","-","D","-"
"Canada","4.0","-","4.0","-"
"China","D","D","-","-"
"Guatemala","D","D","-","-"
"Guyana","D","-","D","-"
"Honduras","D","-","D","-"
"India","D","D","-","-"
"Japan","D","-","D","-"
"Kazakhstan","6.0","D","D","-"
"Kenya","D","D","-","-"
"Kyrgyzstan","3.0","D","D","-"
"Laos","D","D","D","-"
"Mexico","13.0","4.0","9.0","-"
"Moldova","D","D","D","-"
"Philippines","8.0","-","8.0","-"
"Russia","3.0","D","D","-"
"Soviet Union (former)","3.0","-","3.0","-"
"Ukraine","3.0","D","D","-"
"United Kingdom","3.0","D","D","-"
"Vietnam","7.0","3.0","4.0","-"
"Other","3.0","1.0","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
