"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Wilmington, NC","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","102.0","42.0","60.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","8.0","D","D","-"
"25 to 34 years","24.0","11.0","13.0","-"
"35 to 44 years","32.0","13.0","19.0","-"
"45 to 54 years","21.0","5.0","16.0","-"
"55 to 64 years","11.0","6.0","5.0","-"
"65 years and over","6.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","17.0","8.0","9.0","-"
"Married","73.0","29.0","44.0","-"
"Other","12.0","5.0","7.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","10.0","4.0","6.0","-"
"Service occupations","D","D","-","-"
"Sales and office occupations","3.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","7.0","D","D","-"
"Military","D","D","D","-"
"No occupation/not working outside home","13.0","D","D","-"
"Homemakers","D","-","D","-"
"Students or children","9.0","D","D","-"
"Retirees","D","-","D","-"
"Unemployed","D","D","D","-"
"Unknown","65.0","26.0","39.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","3.0","D","D","-"
"Brazil","D","D","D","-"
"Canada","5.0","-","5.0","-"
"China","4.0","D","D","-"
"Colombia","5.0","D","D","-"
"El Salvador","3.0","D","D","-"
"France","4.0","D","D","-"
"Haiti","3.0","3.0","-","-"
"Honduras","D","-","D","-"
"India","3.0","D","D","-"
"Ireland","D","-","D","-"
"Jamaica","D","D","D","-"
"Korea","D","D","D","-"
"Mexico","17.0","9.0","8.0","-"
"Philippines","D","-","D","-"
"South Africa","5.0","D","D","-"
"Trinidad and Tobago","3.0","D","D","-"
"Ukraine","3.0","-","3.0","-"
"United Kingdom","3.0","D","D","-"
"Vietnam","7.0","4.0","3.0","-"
"Other","22.0","7.0","15.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
