"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Pendleton-Hermiston, OR","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","160.0","74.0","86.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","24.0","9.0","15.0","-"
"25 to 34 years","38.0","15.0","23.0","-"
"35 to 44 years","41.0","15.0","26.0","-"
"45 to 54 years","23.0","8.0","15.0","-"
"55 to 64 years","21.0","17.0","4.0","-"
"65 years and over","13.0","10.0","3.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","23.0","9.0","14.0","-"
"Married","128.0","62.0","66.0","-"
"Other","9.0","3.0","6.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","8.0","3.0","5.0","-"
"Service occupations","6.0","D","D","-"
"Sales and office occupations","9.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","32.0","27.0","5.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","17.0","4.0","13.0","-"
"Homemakers","D","-","D","-"
"Students or children","10.0","D","D","-"
"Retirees","D","D","D","-"
"Unemployed","3.0","D","D","-"
"Unknown","85.0","35.0","50.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Austria","D","-","D","-"
"Canada","4.0","D","D","-"
"Egypt","D","D","-","-"
"El Salvador","D","D","D","-"
"Guatemala","D","D","-","-"
"Honduras","D","-","D","-"
"India","D","-","D","-"
"Mexico","135.0","69.0","66.0","-"
"New Zealand","D","-","D","-"
"Philippines","10.0","-","10.0","-"
"Serbia and Montenegro","D","-","D","-"
"Switzerland","D","-","D","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
