"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Corpus Christi, TX","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","578.0","217.0","361.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","48.0","27.0","21.0","-"
"25 to 34 years","144.0","51.0","93.0","-"
"35 to 44 years","162.0","59.0","103.0","-"
"45 to 54 years","108.0","33.0","75.0","-"
"55 to 64 years","83.0","32.0","51.0","-"
"65 years and over","33.0","15.0","18.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","100.0","52.0","48.0","-"
"Married","415.0","148.0","267.0","-"
"Other","63.0","17.0","46.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","56.0","21.0","35.0","-"
"Service occupations","14.0","3.0","11.0","-"
"Sales and office occupations","12.0","-","12.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","5.0","D","D","-"
"Production, transportation, and material moving occupations","14.0","D","D","-"
"Military","9.0","D","D","-"
"No occupation/not working outside home","63.0","25.0","38.0","-"
"Homemakers","15.0","-","15.0","-"
"Students or children","34.0","19.0","15.0","-"
"Retirees","5.0","D","D","-"
"Unemployed","9.0","D","D","-"
"Unknown","405.0","145.0","260.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Canada","8.0","3.0","5.0","-"
"China","3.0","D","D","-"
"Colombia","6.0","D","D","-"
"Dominican Republic","6.0","D","D","-"
"El Salvador","7.0","D","D","-"
"Germany","5.0","-","5.0","-"
"Honduras","6.0","D","D","-"
"India","23.0","11.0","12.0","-"
"Iran","3.0","D","D","-"
"Jamaica","3.0","D","D","-"
"Korea","11.0","6.0","5.0","-"
"Mexico","333.0","125.0","208.0","-"
"Nicaragua","3.0","D","D","-"
"Pakistan","6.0","3.0","3.0","-"
"Panama","3.0","-","3.0","-"
"Philippines","46.0","17.0","29.0","-"
"Thailand","6.0","-","6.0","-"
"United Kingdom","9.0","D","D","-"
"Venezuela","8.0","3.0","5.0","-"
"Vietnam","20.0","8.0","12.0","-"
"Other","60.0","18.0","42.0","-"
"Unknown","3.0","1.0","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
