"Persons Naturalized During Fiscal Year 2008","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Rome, GA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","97.0","55.0","42.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","13.0","D","D","-"
"25 to 34 years","31.0","16.0","15.0","-"
"35 to 44 years","22.0","12.0","10.0","-"
"45 to 54 years","12.0","5.0","7.0","-"
"55 to 64 years","15.0","10.0","5.0","-"
"65 years and over","4.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","20.0","16.0","4.0","-"
"Married","67.0","35.0","32.0","-"
"Other","10.0","4.0","6.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","D","D","-","-"
"Service occupations","D","D","-","-"
"Sales and office occupations","-","-","-","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","8.0","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","6.0","D","D","-"
"Homemakers","-","-","-","-"
"Students or children","D","D","D","-"
"Retirees","D","D","D","-"
"Unemployed","-","-","-","-"
"Unknown","79.0","41.0","38.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Belgium","D","D","-","-"
"Canada","D","D","-","-"
"China","D","D","D","-"
"Colombia","D","D","-","-"
"Congo, Republic of the","D","-","D","-"
"Costa Rica","D","D","-","-"
"Croatia","D","-","D","-"
"Ecuador","D","-","D","-"
"Guatemala","6.0","3.0","3.0","-"
"India","11.0","8.0","3.0","-"
"Indonesia","D","-","D","-"
"Iraq","D","-","D","-"
"Italy","D","-","D","-"
"Jamaica","D","D","-","-"
"Japan","D","-","D","-"
"Jordan","3.0","D","D","-"
"Korea","D","-","D","-"
"Mexico","42.0","26.0","16.0","-"
"Philippines","3.0","D","D","-"
"Vietnam","8.0","4.0","4.0","-"
"Other","7.0","4.0","3.0","-"
"Unknown","1.0","1.0","-","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
