"Persons Naturalized During Fiscal Year 2006","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Ghana","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","4760.0","2515.0","2244.0","1.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","382.0","167.0","215.0","-"
"25-34 years","1412.0","665.0","747.0","-"
"35-44 years","1746.0","956.0","790.0","-"
"45-54 years","914.0","557.0","356.0","1.0"
"55-64 years","230.0","140.0","90.0","-"
"65 years and over","76.0","30.0","46.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","1056.0","533.0","523.0","-"
"Married","2717.0","1483.0","1234.0","-"
"Other","956.0","487.0","469.0","-"
"Unknown","31.0","12.0","18.0","1.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","349.0","195.0","154.0","-"
"Service occupations","228.0","92.0","136.0","-"
"Sales and office occupations","109.0","57.0","52.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","22.0","22.0","-","-"
"Production, transportation, and material moving occupations","177.0","157.0","20.0","-"
"Military","78.0","70.0","8.0","-"
"No occupation/not working outside home","469.0","191.0","278.0","-"
"Homemakers","23.0","-","23.0","-"
"Students or children","416.0","182.0","234.0","-"
"Retirees","4.0","D","D","-"
"Unemployed","26.0","D","D","-"
"Unknown","3328.0","1731.0","1596.0","1.0"
"","","","",""
"Leading states of permanent residence","","","",""
"California","162.0","88.0","74.0","-"
"Colorado","66.0","43.0","23.0","-"
"Connecticut","91.0","41.0","50.0","-"
"Florida","80.0","51.0","29.0","-"
"Georgia","285.0","170.0","115.0","-"
"Illinois","155.0","84.0","71.0","-"
"Maryland","334.0","158.0","176.0","-"
"Massachusetts","293.0","166.0","127.0","-"
"Michigan","31.0","17.0","14.0","-"
"Minnesota","74.0","44.0","30.0","-"
"New Jersey","456.0","213.0","243.0","-"
"New York","1211.0","594.0","617.0","-"
"North Carolina","134.0","81.0","53.0","-"
"Ohio","266.0","155.0","111.0","-"
"Oklahoma","32.0","16.0","16.0","-"
"Pennsylvania","114.0","60.0","54.0","-"
"Tennessee","25.0","14.0","11.0","-"
"Texas","182.0","93.0","89.0","-"
"Virginia","498.0","265.0","233.0","-"
"Washington","27.0","18.0","9.0","-"
"Other","212.0","132.0","80.0","-"
"Unknown","32.0","12.0","19.0","1.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
