"Persons Naturalized During Fiscal Year 2006","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Kuwait","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","903.0","460.0","442.0","1.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","146.0","70.0","76.0","-"
"25-34 years","397.0","189.0","207.0","1.0"
"35-44 years","319.0","181.0","138.0","-"
"45-54 years","38.0","D","D","-"
"55-64 years","3.0","D","D","-"
"65 years and over","-","-","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","260.0","154.0","106.0","-"
"Married","572.0","261.0","311.0","-"
"Other","56.0","35.0","21.0","-"
"Unknown","15.0","10.0","4.0","1.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","123.0","90.0","33.0","-"
"Service occupations","9.0","D","D","-"
"Sales and office occupations","47.0","29.0","18.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","4.0","4.0","-","-"
"Production, transportation, and material moving occupations","15.0","D","D","-"
"Military","6.0","D","D","-"
"No occupation/not working outside home","175.0","60.0","115.0","-"
"Homemakers","36.0","-","36.0","-"
"Students or children","119.0","53.0","66.0","-"
"Retirees","-","-","-","-"
"Unemployed","20.0","7.0","13.0","-"
"Unknown","524.0","251.0","272.0","1.0"
"","","","",""
"Leading states of permanent residence","","","",""
"Alabama","12.0","4.0","8.0","-"
"Arizona","13.0","5.0","8.0","-"
"California","143.0","72.0","71.0","-"
"Florida","64.0","38.0","26.0","-"
"Georgia","23.0","8.0","15.0","-"
"Illinois","62.0","27.0","35.0","-"
"Indiana","8.0","3.0","5.0","-"
"Maryland","17.0","8.0","9.0","-"
"Massachusetts","17.0","8.0","9.0","-"
"Michigan","48.0","30.0","18.0","-"
"New Jersey","48.0","21.0","27.0","-"
"New York","62.0","27.0","35.0","-"
"North Carolina","53.0","29.0","24.0","-"
"Ohio","37.0","19.0","18.0","-"
"Pennsylvania","18.0","11.0","7.0","-"
"Tennessee","17.0","8.0","9.0","-"
"Texas","92.0","47.0","45.0","-"
"Virginia","33.0","17.0","16.0","-"
"Washington","10.0","6.0","4.0","-"
"Wisconsin","12.0","4.0","8.0","-"
"Other","99.0","58.0","41.0","-"
"Unknown","15.0","10.0","4.0","1.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
