"Persons Naturalized During Fiscal Year 2006","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Guyana","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","7434.0","3089.0","4340.0","5.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","715.0","263.0","452.0","-"
"25-34 years","1853.0","745.0","1106.0","2.0"
"35-44 years","1989.0","871.0","1117.0","1.0"
"45-54 years","1543.0","632.0","911.0","-"
"55-64 years","897.0","413.0","482.0","2.0"
"65 years and over","437.0","165.0","272.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","1919.0","826.0","1093.0","-"
"Married","4468.0","1957.0","2511.0","-"
"Other","1003.0","287.0","716.0","-"
"Unknown","44.0","19.0","20.0","5.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","427.0","186.0","241.0","-"
"Service occupations","222.0","D","D","-"
"Sales and office occupations","264.0","81.0","183.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","139.0","139.0","-","-"
"Production, transportation, and material moving occupations","233.0","182.0","51.0","-"
"Military","D","65.0","D","-"
"No occupation/not working outside home","659.0","199.0","460.0","-"
"Homemakers","127.0","5.0","122.0","-"
"Students or children","412.0","143.0","269.0","-"
"Retirees","40.0","20.0","20.0","-"
"Unemployed","80.0","31.0","49.0","-"
"Unknown","5400.0","2172.0","3223.0","5.0"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","12.0","7.0","5.0","-"
"California","72.0","37.0","35.0","-"
"Connecticut","88.0","35.0","53.0","-"
"Delaware","15.0","8.0","7.0","-"
"Florida","947.0","416.0","531.0","-"
"Georgia","173.0","63.0","110.0","-"
"Hawaii","13.0","7.0","6.0","-"
"Illinois","23.0","10.0","13.0","-"
"Maryland","169.0","60.0","109.0","-"
"Massachusetts","54.0","20.0","34.0","-"
"Michigan","16.0","5.0","11.0","-"
"Minnesota","106.0","53.0","53.0","-"
"New Jersey","585.0","223.0","362.0","-"
"New York","4701.0","1934.0","2767.0","-"
"North Carolina","69.0","31.0","38.0","-"
"Ohio","34.0","16.0","18.0","-"
"Pennsylvania","69.0","39.0","30.0","-"
"South Carolina","12.0","4.0","8.0","-"
"Texas","56.0","25.0","31.0","-"
"Virginia","68.0","32.0","36.0","-"
"Other","108.0","45.0","63.0","-"
"Unknown","44.0","19.0","20.0","5.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
