"Persons Naturalized During Fiscal Year 2006","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Oceania","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","3657.0","1764.0","1887.0","6.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","352.0","172.0","180.0","-"
"25-34 years","849.0","360.0","489.0","-"
"35-44 years","991.0","494.0","496.0","1.0"
"45-54 years","803.0","419.0","381.0","3.0"
"55-64 years","487.0","233.0","253.0","1.0"
"65 years and over","175.0","86.0","88.0","1.0"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","631.0","351.0","280.0","-"
"Married","2640.0","1252.0","1388.0","-"
"Other","357.0","147.0","210.0","-"
"Unknown","29.0","14.0","9.0","6.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","459.0","238.0","221.0","-"
"Service occupations","89.0","D","D","-"
"Sales and office occupations","189.0","53.0","136.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","96.0","D","D","-"
"Military","142.0","113.0","29.0","-"
"No occupation/not working outside home","297.0","118.0","179.0","-"
"Homemakers","66.0","4.0","62.0","-"
"Students or children","166.0","79.0","87.0","-"
"Retirees","35.0","21.0","14.0","-"
"Unemployed","30.0","14.0","16.0","-"
"Unknown","2349.0","1099.0","1244.0","6.0"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","67.0","29.0","38.0","-"
"California","1531.0","716.0","815.0","-"
"Colorado","63.0","20.0","43.0","-"
"Florida","125.0","55.0","70.0","-"
"Georgia","78.0","40.0","38.0","-"
"Hawaii","318.0","184.0","134.0","-"
"Illinois","46.0","14.0","32.0","-"
"Massachusetts","51.0","29.0","22.0","-"
"Michigan","34.0","19.0","15.0","-"
"Nevada","64.0","29.0","35.0","-"
"New Jersey","75.0","41.0","34.0","-"
"New York","159.0","68.0","91.0","-"
"North Carolina","51.0","26.0","25.0","-"
"Ohio","32.0","15.0","17.0","-"
"Oregon","68.0","29.0","39.0","-"
"Pennsylvania","37.0","22.0","15.0","-"
"Texas","136.0","67.0","69.0","-"
"Utah","91.0","40.0","51.0","-"
"Virginia","62.0","31.0","31.0","-"
"Washington","205.0","99.0","106.0","-"
"Other","335.0","177.0","158.0","-"
"Unknown","29.0","14.0","9.0","6.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
