"Persons Naturalized During Fiscal Year 2006","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Somalia","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","4242.0","2065.0","2176.0","1.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","1001.0","482.0","519.0","-"
"25-34 years","1521.0","754.0","767.0","-"
"35-44 years","713.0","389.0","323.0","1.0"
"45-54 years","341.0","150.0","191.0","-"
"55-64 years","322.0","134.0","188.0","-"
"65 years and over","344.0","156.0","188.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","1637.0","933.0","704.0","-"
"Married","1896.0","900.0","996.0","-"
"Other","664.0","208.0","456.0","-"
"Unknown","45.0","24.0","20.0","1.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","72.0","D","D","-"
"Service occupations","184.0","54.0","130.0","-"
"Sales and office occupations","132.0","68.0","64.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","374.0","309.0","65.0","-"
"Military","8.0","D","D","-"
"No occupation/not working outside home","689.0","251.0","438.0","-"
"Homemakers","50.0","-","50.0","-"
"Students or children","474.0","202.0","272.0","-"
"Retirees","8.0","3.0","5.0","-"
"Unemployed","157.0","46.0","111.0","-"
"Unknown","2777.0","1326.0","1450.0","1.0"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","64.0","34.0","30.0","-"
"California","170.0","80.0","90.0","-"
"Georgia","198.0","126.0","72.0","-"
"Illinois","59.0","47.0","12.0","-"
"Maine","112.0","44.0","68.0","-"
"Maryland","28.0","14.0","14.0","-"
"Massachusetts","110.0","52.0","58.0","-"
"Michigan","64.0","36.0","28.0","-"
"Minnesota","1664.0","773.0","891.0","-"
"Missouri","69.0","32.0","37.0","-"
"New York","72.0","32.0","40.0","-"
"North Carolina","63.0","39.0","24.0","-"
"North Dakota","25.0","13.0","12.0","-"
"Ohio","590.0","260.0","330.0","-"
"Oregon","72.0","34.0","38.0","-"
"Tennessee","99.0","60.0","39.0","-"
"Texas","90.0","44.0","46.0","-"
"Virginia","194.0","90.0","104.0","-"
"Washington","253.0","123.0","130.0","-"
"Wisconsin","28.0","15.0","13.0","-"
"Other","169.0","93.0","76.0","-"
"Unknown","49.0","24.0","24.0","1.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
