"Persons Naturalized During Fiscal Year 2006","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Rwanda","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","178.0","80.0","98.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","26.0","10.0","16.0","-"
"25-34 years","52.0","21.0","31.0","-"
"35-44 years","60.0","27.0","33.0","-"
"45-54 years","30.0","18.0","12.0","-"
"55-64 years","7.0","D","D","-"
"65 years and over","3.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","60.0","28.0","32.0","-"
"Married","102.0","46.0","56.0","-"
"Other","14.0","5.0","9.0","-"
"Unknown","2.0","1.0","1.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","10.0","3.0","7.0","-"
"Service occupations","11.0","D","D","-"
"Sales and office occupations","D","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","5.0","D","D","-"
"Military","D","-","D","-"
"No occupation/not working outside home","38.0","16.0","22.0","-"
"Homemakers","-","-","-","-"
"Students or children","D","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","D","D","D","-"
"Unknown","108.0","55.0","53.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","12.0","4.0","8.0","-"
"California","8.0","3.0","5.0","-"
"Connecticut","3.0","3.0","-","-"
"Florida","9.0","5.0","4.0","-"
"Georgia","7.0","3.0","4.0","-"
"Illinois","8.0","3.0","5.0","-"
"Kentucky","4.0","D","D","-"
"Maryland","7.0","3.0","4.0","-"
"Massachusetts","6.0","3.0","3.0","-"
"Michigan","10.0","D","D","-"
"Minnesota","3.0","D","D","-"
"New Hampshire","10.0","4.0","6.0","-"
"New Jersey","7.0","3.0","4.0","-"
"New York","12.0","8.0","4.0","-"
"North Carolina","8.0","D","D","-"
"Ohio","12.0","7.0","5.0","-"
"Tennessee","13.0","5.0","8.0","-"
"Texas","10.0","5.0","5.0","-"
"Virginia","5.0","D","D","-"
"Washington","7.0","3.0","4.0","-"
"Other","15.0","5.0","10.0","-"
"Unknown","2.0","1.0","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
