"Persons Naturalized During Fiscal Year 2006","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Netherlands","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1008.0","482.0","519.0","7.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","23.0","15.0","8.0","-"
"25-34 years","119.0","64.0","53.0","2.0"
"35-44 years","279.0","139.0","137.0","3.0"
"45-54 years","257.0","135.0","120.0","2.0"
"55-64 years","211.0","75.0","136.0","-"
"65 years and over","119.0","54.0","65.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","81.0","46.0","35.0","-"
"Married","827.0","408.0","419.0","-"
"Other","89.0","24.0","65.0","-"
"Unknown","11.0","4.0","-","7.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","175.0","98.0","77.0","-"
"Service occupations","8.0","3.0","5.0","-"
"Sales and office occupations","35.0","8.0","27.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","13.0","D","D","-"
"Military","5.0","D","D","-"
"No occupation/not working outside home","88.0","31.0","57.0","-"
"Homemakers","26.0","D","D","-"
"Students or children","22.0","D","D","-"
"Retirees","36.0","15.0","21.0","-"
"Unemployed","4.0","D","D","-"
"Unknown","680.0","323.0","350.0","7.0"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","28.0","15.0","13.0","-"
"California","166.0","72.0","94.0","-"
"Colorado","19.0","8.0","11.0","-"
"Florida","136.0","62.0","74.0","-"
"Georgia","37.0","17.0","20.0","-"
"Illinois","24.0","12.0","12.0","-"
"Maryland","26.0","13.0","13.0","-"
"Massachusetts","26.0","11.0","15.0","-"
"Michigan","34.0","15.0","19.0","-"
"Minnesota","17.0","7.0","10.0","-"
"New Jersey","51.0","25.0","26.0","-"
"New York","77.0","41.0","36.0","-"
"North Carolina","27.0","15.0","12.0","-"
"Ohio","33.0","14.0","19.0","-"
"Oregon","16.0","11.0","5.0","-"
"Pennsylvania","23.0","7.0","16.0","-"
"South Carolina","17.0","10.0","7.0","-"
"Texas","50.0","24.0","26.0","-"
"Virginia","34.0","14.0","20.0","-"
"Washington","23.0","14.0","9.0","-"
"Other","132.0","70.0","62.0","-"
"Unknown","12.0","5.0","-","7.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
