"Persons Naturalized During Fiscal Year 2006","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: New Zealand","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","440.0","223.0","215.0","2.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","16.0","11.0","5.0","-"
"25-34 years","71.0","23.0","48.0","-"
"35-44 years","153.0","85.0","68.0","-"
"45-54 years","116.0","67.0","47.0","2.0"
"55-64 years","63.0","28.0","35.0","-"
"65 years and over","21.0","9.0","12.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","48.0","28.0","20.0","-"
"Married","339.0","172.0","167.0","-"
"Other","49.0","23.0","26.0","-"
"Unknown","4.0","-","2.0","2.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","96.0","53.0","43.0","-"
"Service occupations","D","D","D","-"
"Sales and office occupations","15.0","4.0","11.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","4.0","D","D","-"
"Military","4.0","D","D","-"
"No occupation/not working outside home","22.0","8.0","14.0","-"
"Homemakers","8.0","-","8.0","-"
"Students or children","11.0","D","D","-"
"Retirees","D","-","D","-"
"Unemployed","D","D","D","-"
"Unknown","292.0","148.0","142.0","2.0"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","11.0","5.0","6.0","-"
"California","105.0","54.0","51.0","-"
"Colorado","14.0","5.0","9.0","-"
"Florida","27.0","14.0","13.0","-"
"Georgia","18.0","8.0","10.0","-"
"Hawaii","25.0","7.0","18.0","-"
"Illinois","12.0","4.0","8.0","-"
"Massachusetts","11.0","6.0","5.0","-"
"Minnesota","6.0","D","D","-"
"Nevada","11.0","D","D","-"
"New Jersey","15.0","9.0","6.0","-"
"New York","23.0","13.0","10.0","-"
"North Carolina","14.0","5.0","9.0","-"
"Ohio","7.0","3.0","4.0","-"
"Oregon","6.0","3.0","3.0","-"
"Pennsylvania","6.0","3.0","3.0","-"
"South Carolina","10.0","4.0","6.0","-"
"Texas","19.0","11.0","8.0","-"
"Utah","15.0","7.0","8.0","-"
"Washington","21.0","12.0","9.0","-"
"Other","60.0","38.0","22.0","-"
"Unknown","4.0","-","2.0","2.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
