"Persons Naturalized During Fiscal Year 2006","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Costa Rica","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1402.0","581.0","818.0","3.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","109.0","43.0","66.0","-"
"25-34 years","412.0","174.0","238.0","-"
"35-44 years","389.0","176.0","212.0","1.0"
"45-54 years","253.0","95.0","158.0","-"
"55-64 years","153.0","64.0","87.0","2.0"
"65 years and over","86.0","29.0","57.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","238.0","121.0","117.0","-"
"Married","942.0","385.0","557.0","-"
"Other","204.0","69.0","135.0","-"
"Unknown","18.0","6.0","9.0","3.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","130.0","60.0","70.0","-"
"Service occupations","44.0","11.0","33.0","-"
"Sales and office occupations","50.0","15.0","35.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","23.0","23.0","-","-"
"Production, transportation, and material moving occupations","41.0","26.0","15.0","-"
"Military","23.0","18.0","5.0","-"
"No occupation/not working outside home","154.0","36.0","118.0","-"
"Homemakers","56.0","D","D","-"
"Students or children","64.0","20.0","44.0","-"
"Retirees","15.0","D","D","-"
"Unemployed","19.0","7.0","12.0","-"
"Unknown","937.0","392.0","542.0","3.0"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","23.0","7.0","16.0","-"
"California","198.0","77.0","121.0","-"
"Connecticut","14.0","6.0","8.0","-"
"Florida","417.0","169.0","248.0","-"
"Georgia","38.0","15.0","23.0","-"
"Illinois","17.0","6.0","11.0","-"
"Maryland","9.0","D","D","-"
"Massachusetts","36.0","17.0","19.0","-"
"Michigan","10.0","3.0","7.0","-"
"Nevada","24.0","10.0","14.0","-"
"New Jersey","134.0","70.0","64.0","-"
"New York","161.0","68.0","93.0","-"
"North Carolina","48.0","17.0","31.0","-"
"Pennsylvania","27.0","11.0","16.0","-"
"South Carolina","16.0","10.0","6.0","-"
"Tennessee","10.0","3.0","7.0","-"
"Texas","69.0","25.0","44.0","-"
"U.S. Possessions","9.0","4.0","5.0","-"
"Virginia","29.0","13.0","16.0","-"
"Washington","10.0","D","D","-"
"Other","84.0","40.0","44.0","-"
"Unknown","19.0","6.0","10.0","3.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
