"Persons Naturalized During Fiscal Year 2006","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Nepal","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","575.0","351.0","223.0","1.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","48.0","21.0","27.0","-"
"25-34 years","210.0","117.0","92.0","1.0"
"35-44 years","223.0","153.0","70.0","-"
"45-54 years","70.0","46.0","24.0","-"
"55-64 years","18.0","11.0","7.0","-"
"65 years and over","6.0","3.0","3.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","91.0","59.0","32.0","-"
"Married","428.0","257.0","171.0","-"
"Other","42.0","28.0","14.0","-"
"Unknown","14.0","7.0","6.0","1.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","88.0","62.0","26.0","-"
"Service occupations","18.0","11.0","7.0","-"
"Sales and office occupations","23.0","11.0","12.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","D","D","D","-"
"Military","11.0","D","D","-"
"No occupation/not working outside home","57.0","22.0","35.0","-"
"Homemakers","D","-","D","-"
"Students or children","47.0","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","D","D","-","-"
"Unknown","369.0","229.0","139.0","1.0"
"","","","",""
"Leading states of permanent residence","","","",""
"California","67.0","44.0","23.0","-"
"Colorado","25.0","22.0","3.0","-"
"Florida","9.0","D","D","-"
"Georgia","21.0","13.0","8.0","-"
"Maryland","43.0","23.0","20.0","-"
"Massachusetts","27.0","18.0","9.0","-"
"Michigan","22.0","12.0","10.0","-"
"Minnesota","17.0","10.0","7.0","-"
"Nebraska","10.0","D","D","-"
"New Hampshire","8.0","D","D","-"
"New Jersey","12.0","6.0","6.0","-"
"New York","49.0","32.0","17.0","-"
"North Carolina","20.0","15.0","5.0","-"
"Oregon","13.0","5.0","8.0","-"
"Pennsylvania","9.0","5.0","4.0","-"
"Texas","38.0","26.0","12.0","-"
"Utah","7.0","4.0","3.0","-"
"Virginia","75.0","41.0","34.0","-"
"Washington","11.0","5.0","6.0","-"
"Wisconsin","8.0","4.0","4.0","-"
"Other","70.0","37.0","33.0","-"
"Unknown","14.0","7.0","6.0","1.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
