"Persons Naturalized During Fiscal Year 2006","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Tanzania","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","490.0","246.0","243.0","1.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","41.0","23.0","18.0","-"
"25-34 years","102.0","50.0","52.0","-"
"35-44 years","136.0","75.0","61.0","-"
"45-54 years","133.0","60.0","72.0","1.0"
"55-64 years","46.0","25.0","21.0","-"
"65 years and over","32.0","13.0","19.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","73.0","46.0","27.0","-"
"Married","368.0","184.0","184.0","-"
"Other","44.0","12.0","32.0","-"
"Unknown","5.0","4.0","-","1.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","66.0","40.0","26.0","-"
"Service occupations","11.0","D","D","-"
"Sales and office occupations","21.0","9.0","12.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","8.0","8.0","-","-"
"Military","D","D","D","-"
"No occupation/not working outside home","65.0","20.0","45.0","-"
"Homemakers","15.0","-","15.0","-"
"Students or children","41.0","D","D","-"
"Retirees","D","D","D","-"
"Unemployed","D","-","D","-"
"Unknown","316.0","162.0","153.0","1.0"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","8.0","4.0","4.0","-"
"California","50.0","27.0","23.0","-"
"Connecticut","5.0","D","D","-"
"Florida","60.0","28.0","32.0","-"
"Georgia","32.0","16.0","16.0","-"
"Illinois","14.0","7.0","7.0","-"
"Indiana","15.0","9.0","6.0","-"
"Kansas","6.0","D","D","-"
"Maryland","17.0","8.0","9.0","-"
"Massachusetts","18.0","12.0","6.0","-"
"Michigan","8.0","3.0","5.0","-"
"Minnesota","17.0","8.0","9.0","-"
"New Jersey","31.0","12.0","19.0","-"
"New York","42.0","24.0","18.0","-"
"North Carolina","19.0","9.0","10.0","-"
"Ohio","8.0","D","D","-"
"Pennsylvania","26.0","11.0","15.0","-"
"South Carolina","13.0","7.0","6.0","-"
"Texas","35.0","16.0","19.0","-"
"Virginia","11.0","D","D","-"
"Other","50.0","26.0","24.0","-"
"Unknown","5.0","4.0","-","1.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
