"Persons Naturalized During Fiscal Year 2006","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Switzerland","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","539.0","279.0","260.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","29.0","13.0","16.0","-"
"25-34 years","91.0","39.0","52.0","-"
"35-44 years","199.0","107.0","92.0","-"
"45-54 years","127.0","70.0","57.0","-"
"55-64 years","55.0","26.0","29.0","-"
"65 years and over","38.0","24.0","14.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","90.0","51.0","39.0","-"
"Married","372.0","191.0","181.0","-"
"Other","71.0","33.0","38.0","-"
"Unknown","6.0","4.0","2.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","80.0","50.0","30.0","-"
"Service occupations","8.0","D","D","-"
"Sales and office occupations","8.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","D","4.0","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","65.0","23.0","42.0","-"
"Homemakers","16.0","D","D","-"
"Students or children","29.0","12.0","17.0","-"
"Retirees","12.0","8.0","4.0","-"
"Unemployed","8.0","D","D","-"
"Unknown","371.0","190.0","181.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","13.0","6.0","7.0","-"
"California","111.0","62.0","49.0","-"
"Colorado","11.0","4.0","7.0","-"
"Connecticut","7.0","D","D","-"
"Florida","73.0","39.0","34.0","-"
"Georgia","11.0","6.0","5.0","-"
"Hawaii","5.0","D","D","-"
"Illinois","7.0","D","D","-"
"Maryland","8.0","4.0","4.0","-"
"Massachusetts","14.0","7.0","7.0","-"
"Michigan","7.0","3.0","4.0","-"
"Nevada","5.0","D","D","-"
"New Jersey","31.0","16.0","15.0","-"
"New York","77.0","40.0","37.0","-"
"North Carolina","22.0","13.0","9.0","-"
"Pennsylvania","12.0","7.0","5.0","-"
"South Carolina","7.0","3.0","4.0","-"
"Texas","19.0","8.0","11.0","-"
"Virginia","19.0","12.0","7.0","-"
"Washington","10.0","6.0","4.0","-"
"Other","64.0","30.0","34.0","-"
"Unknown","6.0","4.0","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
