"Persons Naturalized During Fiscal Year 2006","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Algeria","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","825.0","492.0","333.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","33.0","13.0","20.0","-"
"25-34 years","212.0","106.0","106.0","-"
"35-44 years","385.0","251.0","134.0","-"
"45-54 years","148.0","98.0","50.0","-"
"55-64 years","33.0","18.0","15.0","-"
"65 years and over","14.0","6.0","8.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","173.0","140.0","33.0","-"
"Married","579.0","308.0","271.0","-"
"Other","67.0","41.0","26.0","-"
"Unknown","6.0","3.0","3.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","88.0","57.0","31.0","-"
"Service occupations","18.0","D","D","-"
"Sales and office occupations","30.0","14.0","16.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","29.0","D","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","73.0","22.0","51.0","-"
"Homemakers","14.0","-","14.0","-"
"Students or children","52.0","19.0","33.0","-"
"Retirees","D","-","D","-"
"Unemployed","D","3.0","D","-"
"Unknown","580.0","354.0","226.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"California","120.0","63.0","57.0","-"
"Colorado","7.0","D","D","-"
"Connecticut","11.0","6.0","5.0","-"
"Florida","33.0","21.0","12.0","-"
"Georgia","20.0","12.0","8.0","-"
"Illinois","39.0","22.0","17.0","-"
"Louisiana","8.0","5.0","3.0","-"
"Maryland","18.0","9.0","9.0","-"
"Massachusetts","63.0","40.0","23.0","-"
"Michigan","13.0","7.0","6.0","-"
"Nevada","6.0","D","D","-"
"New Hampshire","12.0","7.0","5.0","-"
"New Jersey","55.0","30.0","25.0","-"
"New York","170.0","108.0","62.0","-"
"North Carolina","29.0","19.0","10.0","-"
"Ohio","15.0","10.0","5.0","-"
"Pennsylvania","39.0","23.0","16.0","-"
"Texas","51.0","29.0","22.0","-"
"Virginia","52.0","30.0","22.0","-"
"Washington","13.0","10.0","3.0","-"
"Other","45.0","29.0","16.0","-"
"Unknown","6.0","3.0","3.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
