"Persons Naturalized During Fiscal Year 2006","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Dominican Republic","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","22165.0","9465.0","12683.0","17.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","3388.0","1360.0","2027.0","1.0"
"25-34 years","6486.0","2687.0","3795.0","4.0"
"35-44 years","5152.0","2291.0","2859.0","2.0"
"45-54 years","3137.0","1387.0","1745.0","5.0"
"55-64 years","2626.0","1183.0","1439.0","4.0"
"65 years and over","1376.0","557.0","818.0","1.0"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","6991.0","2937.0","4054.0","-"
"Married","10830.0","5024.0","5806.0","-"
"Other","4205.0","1440.0","2765.0","-"
"Unknown","139.0","64.0","58.0","17.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","800.0","426.0","374.0","-"
"Service occupations","653.0","246.0","407.0","-"
"Sales and office occupations","635.0","235.0","400.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","225.0","D","-"
"Production, transportation, and material moving occupations","1021.0","651.0","370.0","-"
"Military","267.0","D","D","-"
"No occupation/not working outside home","2540.0","821.0","1719.0","-"
"Homemakers","252.0","D","D","-"
"Students or children","1490.0","493.0","997.0","-"
"Retirees","263.0","D","D","-"
"Unemployed","535.0","192.0","343.0","-"
"Unknown","16019.0","6645.0","9357.0","17.0"
"","","","",""
"Leading states of permanent residence","","","",""
"California","85.0","47.0","38.0","-"
"Connecticut","205.0","91.0","114.0","-"
"Florida","2651.0","1129.0","1522.0","-"
"Georgia","149.0","64.0","85.0","-"
"Hawaii","41.0","28.0","13.0","-"
"Illinois","68.0","31.0","37.0","-"
"Indiana","47.0","20.0","27.0","-"
"Maryland","142.0","56.0","86.0","-"
"Massachusetts","2284.0","915.0","1369.0","-"
"Michigan","55.0","17.0","38.0","-"
"New Hampshire","130.0","60.0","70.0","-"
"New Jersey","2884.0","1192.0","1692.0","-"
"New York","10629.0","4578.0","6051.0","-"
"North Carolina","184.0","98.0","86.0","-"
"Ohio","74.0","36.0","38.0","-"
"Pennsylvania","566.0","261.0","305.0","-"
"Rhode Island","445.0","173.0","272.0","-"
"Texas","93.0","45.0","48.0","-"
"U.S. Possessions","836.0","352.0","484.0","-"
"Virginia","119.0","59.0","60.0","-"
"Other","336.0","147.0","189.0","-"
"Unknown","142.0","66.0","59.0","17.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
