"Persons Naturalized During Fiscal Year 2006","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Barbados","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1006.0","398.0","607.0","1.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","61.0","24.0","37.0","-"
"25-34 years","229.0","88.0","141.0","-"
"35-44 years","266.0","103.0","163.0","-"
"45-54 years","257.0","99.0","157.0","1.0"
"55-64 years","129.0","50.0","79.0","-"
"65 years and over","64.0","34.0","30.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","296.0","93.0","203.0","-"
"Married","561.0","263.0","298.0","-"
"Other","143.0","40.0","103.0","-"
"Unknown","6.0","2.0","3.0","1.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","77.0","30.0","47.0","-"
"Service occupations","30.0","7.0","23.0","-"
"Sales and office occupations","33.0","12.0","21.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","16.0","16.0","-","-"
"Production, transportation, and material moving occupations","19.0","13.0","6.0","-"
"Military","22.0","17.0","5.0","-"
"No occupation/not working outside home","79.0","28.0","51.0","-"
"Homemakers","9.0","-","9.0","-"
"Students or children","48.0","19.0","29.0","-"
"Retirees","10.0","5.0","5.0","-"
"Unemployed","12.0","4.0","8.0","-"
"Unknown","730.0","275.0","454.0","1.0"
"","","","",""
"Leading states of permanent residence","","","",""
"Alabama","5.0","-","5.0","-"
"Arizona","6.0","D","D","-"
"California","25.0","11.0","14.0","-"
"Connecticut","10.0","3.0","7.0","-"
"Delaware","4.0","D","D","-"
"Florida","158.0","67.0","91.0","-"
"Georgia","22.0","8.0","14.0","-"
"Hawaii","5.0","D","D","-"
"Illinois","3.0","D","D","-"
"Maryland","27.0","14.0","13.0","-"
"Massachusetts","65.0","23.0","42.0","-"
"New Jersey","58.0","26.0","32.0","-"
"New York","501.0","179.0","322.0","-"
"North Carolina","11.0","6.0","5.0","-"
"Ohio","6.0","3.0","3.0","-"
"Pennsylvania","19.0","6.0","13.0","-"
"South Carolina","5.0","D","D","-"
"Texas","13.0","5.0","8.0","-"
"U.S. Possessions","6.0","D","D","-"
"Virginia","27.0","14.0","13.0","-"
"Other","24.0","12.0","12.0","-"
"Unknown","6.0","2.0","3.0","1.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
