"Persons Naturalized During Fiscal Year 2006","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Finland","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","532.0","159.0","371.0","2.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","18.0","12.0","6.0","-"
"25-34 years","64.0","20.0","44.0","-"
"35-44 years","175.0","48.0","126.0","1.0"
"45-54 years","117.0","37.0","80.0","-"
"55-64 years","108.0","30.0","77.0","1.0"
"65 years and over","50.0","12.0","38.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","51.0","25.0","26.0","-"
"Married","408.0","116.0","292.0","-"
"Other","70.0","18.0","52.0","-"
"Unknown","3.0","-","1.0","2.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","88.0","37.0","51.0","-"
"Service occupations","10.0","D","D","-"
"Sales and office occupations","16.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","D","D","-","-"
"Military","D","D","-","-"
"No occupation/not working outside home","55.0","20.0","35.0","-"
"Homemakers","D","-","D","-"
"Students or children","27.0","D","D","-"
"Retirees","14.0","D","D","-"
"Unemployed","D","-","D","-"
"Unknown","357.0","90.0","265.0","2.0"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","10.0","D","D","-"
"California","69.0","21.0","48.0","-"
"Colorado","6.0","D","D","-"
"Connecticut","7.0","D","D","-"
"Florida","141.0","55.0","86.0","-"
"Georgia","38.0","15.0","23.0","-"
"Illinois","12.0","3.0","9.0","-"
"Maryland","10.0","D","D","-"
"Massachusetts","29.0","9.0","20.0","-"
"Michigan","8.0","4.0","4.0","-"
"Minnesota","10.0","D","D","-"
"Missouri","5.0","D","D","-"
"New Jersey","22.0","3.0","19.0","-"
"New York","34.0","8.0","26.0","-"
"North Carolina","10.0","D","D","-"
"Ohio","9.0","3.0","6.0","-"
"Pennsylvania","9.0","3.0","6.0","-"
"Texas","26.0","10.0","16.0","-"
"Virginia","25.0","3.0","22.0","-"
"Washington","14.0","D","D","-"
"Other","35.0","10.0","25.0","-"
"Unknown","3.0","-","1.0","2.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
