"Persons Naturalized During Fiscal Year 2006","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Congo, Republic of the","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","369.0","194.0","175.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","44.0","21.0","23.0","-"
"25-34 years","114.0","57.0","57.0","-"
"35-44 years","111.0","55.0","56.0","-"
"45-54 years","75.0","50.0","25.0","-"
"55-64 years","22.0","D","D","-"
"65 years and over","3.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","120.0","72.0","48.0","-"
"Married","209.0","110.0","99.0","-"
"Other","37.0","11.0","26.0","-"
"Unknown","3.0","1.0","2.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","28.0","17.0","11.0","-"
"Service occupations","17.0","D","D","-"
"Sales and office occupations","11.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","23.0","15.0","8.0","-"
"Military","D","6.0","D","-"
"No occupation/not working outside home","53.0","21.0","32.0","-"
"Homemakers","D","-","D","-"
"Students or children","43.0","17.0","26.0","-"
"Retirees","D","D","-","-"
"Unemployed","5.0","D","D","-"
"Unknown","227.0","119.0","108.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","13.0","8.0","5.0","-"
"California","27.0","16.0","11.0","-"
"Connecticut","5.0","D","D","-"
"Florida","13.0","6.0","7.0","-"
"Georgia","27.0","15.0","12.0","-"
"Illinois","12.0","6.0","6.0","-"
"Kentucky","10.0","4.0","6.0","-"
"Maryland","16.0","10.0","6.0","-"
"Massachusetts","14.0","8.0","6.0","-"
"Minnesota","6.0","3.0","3.0","-"
"Missouri","8.0","5.0","3.0","-"
"New Jersey","6.0","3.0","3.0","-"
"New York","22.0","11.0","11.0","-"
"North Carolina","37.0","22.0","15.0","-"
"Ohio","8.0","D","D","-"
"Pennsylvania","6.0","D","D","-"
"Texas","44.0","20.0","24.0","-"
"Utah","18.0","6.0","12.0","-"
"Virginia","16.0","9.0","7.0","-"
"Washington","9.0","5.0","4.0","-"
"Other","49.0","23.0","26.0","-"
"Unknown","3.0","1.0","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
