"Persons Naturalized During Fiscal Year 2006","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Congo, Democratic Republic of the","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","229.0","129.0","100.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","15.0","12.0","3.0","-"
"25-34 years","73.0","29.0","44.0","-"
"35-44 years","84.0","54.0","30.0","-"
"45-54 years","44.0","24.0","20.0","-"
"55-64 years","8.0","D","D","-"
"65 years and over","5.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","60.0","29.0","31.0","-"
"Married","141.0","87.0","54.0","-"
"Other","25.0","13.0","12.0","-"
"Unknown","3.0","-","3.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","22.0","16.0","6.0","-"
"Service occupations","10.0","4.0","6.0","-"
"Sales and office occupations","7.0","3.0","4.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","12.0","9.0","3.0","-"
"Military","4.0","4.0","-","-"
"No occupation/not working outside home","35.0","17.0","18.0","-"
"Homemakers","3.0","-","3.0","-"
"Students or children","28.0","13.0","15.0","-"
"Retirees","D","D","-","-"
"Unemployed","D","D","-","-"
"Unknown","139.0","76.0","63.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","7.0","D","D","-"
"California","15.0","7.0","8.0","-"
"Colorado","9.0","6.0","3.0","-"
"Florida","8.0","3.0","5.0","-"
"Georgia","30.0","20.0","10.0","-"
"Illinois","4.0","4.0","-","-"
"Indiana","5.0","D","D","-"
"Maine","6.0","D","D","-"
"Maryland","17.0","8.0","9.0","-"
"Massachusetts","10.0","5.0","5.0","-"
"Missouri","5.0","D","D","-"
"New Hampshire","5.0","D","D","-"
"New Jersey","4.0","D","D","-"
"New York","12.0","6.0","6.0","-"
"North Carolina","29.0","14.0","15.0","-"
"Pennsylvania","8.0","D","D","-"
"Texas","13.0","7.0","6.0","-"
"Vermont","4.0","D","D","-"
"Virginia","10.0","5.0","5.0","-"
"Washington","8.0","5.0","3.0","-"
"Other","17.0","11.0","6.0","-"
"Unknown","3.0","-","3.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
