"Persons Naturalized During Fiscal Year 2009","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Belarus","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1583.0","642.0","941.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","157.0","74.0","83.0","-"
"25-34 years","536.0","196.0","340.0","-"
"35-44 years","321.0","149.0","172.0","-"
"45-54 years","240.0","98.0","142.0","-"
"55-64 years","143.0","50.0","93.0","-"
"65 years and over","186.0","75.0","111.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","265.0","143.0","122.0","-"
"Married","1085.0","441.0","644.0","-"
"Other","229.0","56.0","173.0","-"
"Unknown","4.0","2.0","2.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","248.0","109.0","139.0","-"
"Service occupations","65.0","17.0","48.0","-"
"Sales and office occupations","66.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","18.0","D","D","-"
"Production, transportation, and material moving occupations","64.0","52.0","12.0","-"
"Military","3.0","D","D","-"
"No occupation/not working outside home","281.0","89.0","192.0","-"
"Homemakers","24.0","D","D","-"
"Students or children","198.0","64.0","134.0","-"
"Retirees","18.0","D","D","-"
"Unemployed","41.0","17.0","24.0","-"
"Unknown","838.0","342.0","496.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","13.0","7.0","6.0","-"
"California","220.0","88.0","132.0","-"
"Colorado","35.0","15.0","20.0","-"
"Connecticut","42.0","19.0","23.0","-"
"Florida","68.0","21.0","47.0","-"
"Georgia","18.0","9.0","9.0","-"
"Illinois","85.0","32.0","53.0","-"
"Maryland","28.0","13.0","15.0","-"
"Massachusetts","69.0","31.0","38.0","-"
"Michigan","17.0","6.0","11.0","-"
"Minnesota","67.0","32.0","35.0","-"
"New Jersey","62.0","24.0","38.0","-"
"New York","378.0","159.0","219.0","-"
"North Carolina","26.0","9.0","17.0","-"
"Ohio","26.0","12.0","14.0","-"
"Pennsylvania","77.0","36.0","41.0","-"
"Texas","24.0","7.0","17.0","-"
"Virginia","41.0","16.0","25.0","-"
"Washington","137.0","47.0","90.0","-"
"Other","146.0","57.0","89.0","-"
"Unknown","4.0","2.0","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
