"Persons Naturalized During Fiscal Year 2009","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Saudi Arabia","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","768.0","431.0","337.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","217.0","99.0","118.0","-"
"25-34 years","323.0","177.0","146.0","-"
"35-44 years","170.0","120.0","50.0","-"
"45-54 years","49.0","30.0","19.0","-"
"55-64 years","9.0","5.0","4.0","-"
"65 years and over","-","-","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","309.0","172.0","137.0","-"
"Married","406.0","216.0","190.0","-"
"Other","49.0","40.0","9.0","-"
"Unknown","4.0","3.0","1.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","128.0","84.0","44.0","-"
"Service occupations","22.0","14.0","8.0","-"
"Sales and office occupations","44.0","28.0","16.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","20.0","D","D","-"
"Military","D","D","D","-"
"No occupation/not working outside home","247.0","101.0","146.0","-"
"Homemakers","24.0","-","24.0","-"
"Students or children","208.0","93.0","115.0","-"
"Retirees","D","D","-","-"
"Unemployed","D","D","7.0","-"
"Unknown","298.0","182.0","116.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","13.0","10.0","3.0","-"
"California","121.0","68.0","53.0","-"
"Colorado","10.0","5.0","5.0","-"
"Connecticut","6.0","3.0","3.0","-"
"Florida","52.0","29.0","23.0","-"
"Georgia","18.0","13.0","5.0","-"
"Illinois","48.0","27.0","21.0","-"
"Maryland","22.0","16.0","6.0","-"
"Massachusetts","15.0","7.0","8.0","-"
"Michigan","39.0","22.0","17.0","-"
"Minnesota","10.0","5.0","5.0","-"
"New Jersey","40.0","18.0","22.0","-"
"New York","56.0","29.0","27.0","-"
"North Carolina","18.0","10.0","8.0","-"
"Ohio","24.0","13.0","11.0","-"
"Pennsylvania","16.0","8.0","8.0","-"
"Texas","93.0","56.0","37.0","-"
"Virginia","59.0","27.0","32.0","-"
"Washington","14.0","9.0","5.0","-"
"Other","90.0","53.0","37.0","-"
"Unknown","4.0","3.0","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
