"Persons Naturalized During Fiscal Year 2009","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Egypt","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","5224.0","3302.0","1921.0","1.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","354.0","181.0","173.0","-"
"25-34 years","1600.0","974.0","626.0","-"
"35-44 years","1658.0","1152.0","505.0","1.0"
"45-54 years","885.0","578.0","307.0","-"
"55-64 years","454.0","280.0","174.0","-"
"65 years and over","273.0","137.0","136.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","877.0","641.0","236.0","-"
"Married","3773.0","2294.0","1479.0","-"
"Other","523.0","336.0","187.0","-"
"Unknown","51.0","31.0","19.0","1.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","1028.0","731.0","297.0","-"
"Service occupations","310.0","207.0","103.0","-"
"Sales and office occupations","358.0","223.0","135.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","26.0","D","D","-"
"Production, transportation, and material moving occupations","259.0","195.0","64.0","-"
"Military","19.0","D","D","-"
"No occupation/not working outside home","638.0","265.0","373.0","-"
"Homemakers","104.0","D","D","-"
"Students or children","419.0","210.0","209.0","-"
"Retirees","45.0","D","D","-"
"Unemployed","70.0","32.0","38.0","-"
"Unknown","2586.0","1641.0","944.0","1.0"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","37.0","22.0","15.0","-"
"California","937.0","555.0","382.0","-"
"Connecticut","72.0","49.0","23.0","-"
"Florida","310.0","191.0","119.0","-"
"Georgia","48.0","30.0","18.0","-"
"Illinois","109.0","65.0","44.0","-"
"Maryland","78.0","43.0","35.0","-"
"Massachusetts","159.0","104.0","55.0","-"
"Michigan","91.0","54.0","37.0","-"
"Minnesota","73.0","55.0","18.0","-"
"Nevada","29.0","20.0","9.0","-"
"New Jersey","809.0","525.0","284.0","-"
"New York","860.0","554.0","306.0","-"
"North Carolina","154.0","109.0","45.0","-"
"Ohio","96.0","67.0","29.0","-"
"Pennsylvania","207.0","132.0","75.0","-"
"Texas","209.0","133.0","76.0","-"
"Virginia","255.0","152.0","103.0","-"
"Washington","80.0","53.0","27.0","-"
"Other","560.0","358.0","202.0","-"
"Unknown","51.0","31.0","19.0","1.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
