"Persons Naturalized During Fiscal Year 2009","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Morocco","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","4556.0","2927.0","1629.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","102.0","40.0","62.0","-"
"25-34 years","2055.0","1343.0","712.0","-"
"35-44 years","1746.0","1165.0","581.0","-"
"45-54 years","479.0","304.0","175.0","-"
"55-64 years","109.0","50.0","59.0","-"
"65 years and over","65.0","25.0","40.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","1009.0","865.0","144.0","-"
"Married","2873.0","1639.0","1234.0","-"
"Other","648.0","404.0","244.0","-"
"Unknown","26.0","19.0","7.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","539.0","367.0","172.0","-"
"Service occupations","399.0","264.0","135.0","-"
"Sales and office occupations","305.0","179.0","126.0","-"
"Farming, fishing, and forestry occupations","6.0","D","D","-"
"Construction, extraction, maintenance and repair occupations","31.0","D","D","-"
"Production, transportation, and material moving occupations","327.0","D","D","-"
"Military","13.0","D","D","-"
"No occupation/not working outside home","425.0","172.0","253.0","-"
"Homemakers","75.0","D","D","-"
"Students or children","287.0","147.0","140.0","-"
"Retirees","9.0","D","D","-"
"Unemployed","54.0","18.0","36.0","-"
"Unknown","2511.0","1624.0","887.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","21.0","14.0","7.0","-"
"California","277.0","155.0","122.0","-"
"Colorado","69.0","43.0","26.0","-"
"Connecticut","108.0","74.0","34.0","-"
"Florida","476.0","320.0","156.0","-"
"Georgia","86.0","63.0","23.0","-"
"Illinois","156.0","100.0","56.0","-"
"Maryland","115.0","73.0","42.0","-"
"Massachusetts","573.0","355.0","218.0","-"
"Minnesota","36.0","20.0","16.0","-"
"Nevada","36.0","21.0","15.0","-"
"New Jersey","206.0","125.0","81.0","-"
"New York","622.0","366.0","256.0","-"
"North Carolina","199.0","135.0","64.0","-"
"Ohio","112.0","74.0","38.0","-"
"Pennsylvania","249.0","171.0","78.0","-"
"Texas","180.0","125.0","55.0","-"
"Virginia","488.0","309.0","179.0","-"
"Washington","63.0","42.0","21.0","-"
"Other","458.0","323.0","135.0","-"
"Unknown","26.0","19.0","7.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
