"Persons Naturalized During Fiscal Year 2009","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Cote d'Ivoire","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","589.0","380.0","209.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","29.0","18.0","11.0","-"
"25-34 years","172.0","109.0","63.0","-"
"35-44 years","247.0","154.0","93.0","-"
"45-54 years","119.0","82.0","37.0","-"
"55-64 years","D","17.0","D","-"
"65 years and over","D","-","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","99.0","69.0","30.0","-"
"Married","385.0","242.0","143.0","-"
"Other","98.0","64.0","34.0","-"
"Unknown","7.0","5.0","2.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","91.0","57.0","34.0","-"
"Service occupations","44.0","23.0","21.0","-"
"Sales and office occupations","17.0","10.0","7.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","6.0","6.0","-","-"
"Production, transportation, and material moving occupations","45.0","D","D","-"
"Military","8.0","D","D","-"
"No occupation/not working outside home","87.0","48.0","39.0","-"
"Homemakers","5.0","D","D","-"
"Students or children","73.0","45.0","28.0","-"
"Retirees","-","-","-","-"
"Unemployed","9.0","D","D","-"
"Unknown","291.0","190.0","101.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","3.0","D","D","-"
"California","35.0","23.0","12.0","-"
"Colorado","12.0","7.0","5.0","-"
"Connecticut","7.0","D","D","-"
"Florida","19.0","12.0","7.0","-"
"Georgia","38.0","24.0","14.0","-"
"Illinois","14.0","8.0","6.0","-"
"Maryland","68.0","37.0","31.0","-"
"Massachusetts","21.0","14.0","7.0","-"
"Michigan","7.0","D","D","-"
"Minnesota","19.0","11.0","8.0","-"
"New Jersey","30.0","21.0","9.0","-"
"New York","117.0","80.0","37.0","-"
"North Carolina","33.0","21.0","12.0","-"
"Ohio","5.0","D","D","-"
"Pennsylvania","23.0","17.0","6.0","-"
"Texas","25.0","18.0","7.0","-"
"Virginia","40.0","24.0","16.0","-"
"Washington","12.0","8.0","4.0","-"
"Other","54.0","35.0","19.0","-"
"Unknown","7.0","5.0","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
