"Persons Naturalized During Fiscal Year 2009","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Grenada","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","683.0","271.0","412.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","44.0","19.0","25.0","-"
"25-34 years","139.0","57.0","82.0","-"
"35-44 years","180.0","65.0","115.0","-"
"45-54 years","180.0","76.0","104.0","-"
"55-64 years","90.0","34.0","56.0","-"
"65 years and over","50.0","20.0","30.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","189.0","65.0","124.0","-"
"Married","397.0","171.0","226.0","-"
"Other","94.0","33.0","61.0","-"
"Unknown","3.0","2.0","1.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","82.0","26.0","56.0","-"
"Service occupations","31.0","5.0","26.0","-"
"Sales and office occupations","25.0","5.0","20.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","4.0","D","D","-"
"Production, transportation, and material moving occupations","24.0","16.0","8.0","-"
"Military","23.0","D","D","-"
"No occupation/not working outside home","70.0","30.0","40.0","-"
"Homemakers","4.0","-","4.0","-"
"Students or children","42.0","16.0","26.0","-"
"Retirees","9.0","5.0","4.0","-"
"Unemployed","15.0","9.0","6.0","-"
"Unknown","424.0","169.0","255.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","D","-","D","-"
"California","11.0","6.0","5.0","-"
"Colorado","D","-","D","-"
"Connecticut","4.0","D","D","-"
"Florida","40.0","15.0","25.0","-"
"Georgia","18.0","8.0","10.0","-"
"Illinois","D","-","D","-"
"Maryland","29.0","10.0","19.0","-"
"Massachusetts","13.0","5.0","8.0","-"
"Michigan","D","D","-","-"
"Nevada","D","-","D","-"
"New Jersey","20.0","8.0","12.0","-"
"New York","452.0","176.0","276.0","-"
"North Carolina","15.0","7.0","8.0","-"
"Ohio","D","D","D","-"
"Pennsylvania","7.0","3.0","4.0","-"
"Texas","26.0","9.0","17.0","-"
"Virginia","12.0","5.0","7.0","-"
"Other","25.0","14.0","11.0","-"
"Unknown","3.0","D","D","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
