"Persons Naturalized During Fiscal Year 2009","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Belize","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","854.0","346.0","508.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","37.0","17.0","20.0","-"
"25-34 years","202.0","84.0","118.0","-"
"35-44 years","246.0","85.0","161.0","-"
"45-54 years","197.0","90.0","107.0","-"
"55-64 years","112.0","52.0","60.0","-"
"65 years and over","60.0","18.0","42.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","178.0","66.0","112.0","-"
"Married","535.0","240.0","295.0","-"
"Other","138.0","39.0","99.0","-"
"Unknown","3.0","1.0","2.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","138.0","45.0","93.0","-"
"Service occupations","57.0","6.0","51.0","-"
"Sales and office occupations","49.0","10.0","39.0","-"
"Farming, fishing, and forestry occupations","3.0","3.0","-","-"
"Construction, extraction, maintenance and repair occupations","20.0","16.0","4.0","-"
"Production, transportation, and material moving occupations","44.0","37.0","7.0","-"
"Military","17.0","11.0","6.0","-"
"No occupation/not working outside home","93.0","25.0","68.0","-"
"Homemakers","21.0","-","21.0","-"
"Students or children","43.0","15.0","28.0","-"
"Retirees","17.0","7.0","10.0","-"
"Unemployed","12.0","3.0","9.0","-"
"Unknown","433.0","193.0","240.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","7.0","D","D","-"
"California","346.0","137.0","209.0","-"
"Colorado","4.0","D","D","-"
"Connecticut","3.0","D","D","-"
"Florida","72.0","28.0","44.0","-"
"Georgia","18.0","8.0","10.0","-"
"Illinois","58.0","25.0","33.0","-"
"Maryland","4.0","D","D","-"
"Massachusetts","8.0","5.0","3.0","-"
"Michigan","D","D","D","-"
"Nevada","13.0","4.0","9.0","-"
"New Jersey","24.0","10.0","14.0","-"
"New York","139.0","56.0","83.0","-"
"North Carolina","13.0","6.0","7.0","-"
"Ohio","D","-","D","-"
"Pennsylvania","5.0","-","5.0","-"
"Texas","61.0","22.0","39.0","-"
"Virginia","13.0","5.0","8.0","-"
"Washington","7.0","4.0","3.0","-"
"Other","52.0","23.0","29.0","-"
"Unknown","3.0","1.0","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
