"Persons Naturalized During Fiscal Year 2009","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Tunisia","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","479.0","395.0","84.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","5.0","D","D","-"
"25-34 years","227.0","194.0","33.0","-"
"35-44 years","185.0","152.0","33.0","-"
"45-54 years","37.0","27.0","10.0","-"
"55-64 years","21.0","D","D","-"
"65 years and over","4.0","4.0","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","29.0","D","D","-"
"Married","353.0","281.0","72.0","-"
"Other","94.0","D","D","-"
"Unknown","3.0","3.0","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","94.0","79.0","15.0","-"
"Service occupations","13.0","D","D","-"
"Sales and office occupations","22.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","3.0","3.0","-","-"
"Production, transportation, and material moving occupations","49.0","46.0","3.0","-"
"Military","4.0","4.0","-","-"
"No occupation/not working outside home","46.0","30.0","16.0","-"
"Homemakers","D","D","5.0","-"
"Students or children","32.0","24.0","8.0","-"
"Retirees","D","D","-","-"
"Unemployed","6.0","3.0","3.0","-"
"Unknown","248.0","203.0","45.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","6.0","D","D","-"
"California","65.0","56.0","9.0","-"
"Colorado","5.0","5.0","-","-"
"Florida","69.0","63.0","6.0","-"
"Georgia","8.0","D","D","-"
"Illinois","14.0","14.0","-","-"
"Maryland","16.0","13.0","3.0","-"
"Massachusetts","5.0","5.0","-","-"
"Michigan","15.0","11.0","4.0","-"
"Minnesota","8.0","5.0","3.0","-"
"Nevada","6.0","D","D","-"
"New Jersey","21.0","13.0","8.0","-"
"New York","47.0","35.0","12.0","-"
"North Carolina","17.0","12.0","5.0","-"
"Ohio","10.0","D","D","-"
"Pennsylvania","36.0","D","D","-"
"Texas","15.0","12.0","3.0","-"
"Virginia","47.0","37.0","10.0","-"
"Washington","5.0","D","D","-"
"Other","61.0","49.0","12.0","-"
"Unknown","3.0","3.0","-","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
