"Persons Naturalized During Fiscal Year 2009","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Hong Kong","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","3329.0","1531.0","1798.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","623.0","295.0","328.0","-"
"25-34 years","821.0","377.0","444.0","-"
"35-44 years","710.0","316.0","394.0","-"
"45-54 years","716.0","321.0","395.0","-"
"55-64 years","367.0","182.0","185.0","-"
"65 years and over","92.0","40.0","52.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","1323.0","690.0","633.0","-"
"Married","1787.0","759.0","1028.0","-"
"Other","208.0","76.0","132.0","-"
"Unknown","11.0","6.0","5.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","667.0","343.0","324.0","-"
"Service occupations","134.0","70.0","64.0","-"
"Sales and office occupations","208.0","68.0","140.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","14.0","D","D","-"
"Production, transportation, and material moving occupations","72.0","D","D","-"
"Military","D","D","D","-"
"No occupation/not working outside home","852.0","362.0","490.0","-"
"Homemakers","75.0","D","D","-"
"Students or children","671.0","315.0","356.0","-"
"Retirees","48.0","D","D","-"
"Unemployed","58.0","26.0","32.0","-"
"Unknown","1374.0","624.0","750.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","34.0","13.0","21.0","-"
"California","1431.0","655.0","776.0","-"
"Connecticut","35.0","19.0","16.0","-"
"Florida","82.0","37.0","45.0","-"
"Georgia","28.0","8.0","20.0","-"
"Illinois","85.0","43.0","42.0","-"
"Maryland","60.0","27.0","33.0","-"
"Massachusetts","132.0","67.0","65.0","-"
"Michigan","21.0","11.0","10.0","-"
"Minnesota","19.0","6.0","13.0","-"
"Nevada","48.0","23.0","25.0","-"
"New Jersey","84.0","44.0","40.0","-"
"New York","589.0","261.0","328.0","-"
"North Carolina","43.0","16.0","27.0","-"
"Ohio","38.0","16.0","22.0","-"
"Pennsylvania","49.0","27.0","22.0","-"
"Texas","143.0","74.0","69.0","-"
"Virginia","49.0","20.0","29.0","-"
"Washington","149.0","68.0","81.0","-"
"Other","199.0","90.0","109.0","-"
"Unknown","11.0","6.0","5.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
