"Persons Naturalized During Fiscal Year 2009","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Bahamas, The","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","569.0","229.0","340.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","51.0","22.0","29.0","-"
"25-34 years","181.0","69.0","112.0","-"
"35-44 years","197.0","81.0","116.0","-"
"45-54 years","91.0","34.0","57.0","-"
"55-64 years","32.0","15.0","17.0","-"
"65 years and over","17.0","8.0","9.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","166.0","58.0","108.0","-"
"Married","302.0","136.0","166.0","-"
"Other","92.0","28.0","64.0","-"
"Unknown","9.0","7.0","2.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","109.0","43.0","66.0","-"
"Service occupations","20.0","6.0","14.0","-"
"Sales and office occupations","38.0","15.0","23.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","4.0","4.0","-","-"
"Production, transportation, and material moving occupations","21.0","14.0","7.0","-"
"Military","9.0","5.0","4.0","-"
"No occupation/not working outside home","54.0","18.0","36.0","-"
"Homemakers","D","-","D","-"
"Students or children","41.0","15.0","26.0","-"
"Retirees","D","3.0","D","-"
"Unemployed","6.0","-","6.0","-"
"Unknown","314.0","124.0","190.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","D","D","D","-"
"California","6.0","D","D","-"
"Colorado","D","D","D","-"
"Connecticut","5.0","D","D","-"
"Florida","367.0","126.0","241.0","-"
"Georgia","29.0","12.0","17.0","-"
"Illinois","5.0","D","D","-"
"Maryland","13.0","8.0","5.0","-"
"Massachusetts","6.0","3.0","3.0","-"
"Michigan","D","D","-","-"
"Minnesota","D","-","D","-"
"Nevada","D","D","-","-"
"New Jersey","6.0","D","D","-"
"New York","21.0","9.0","12.0","-"
"North Carolina","20.0","9.0","11.0","-"
"Pennsylvania","9.0","D","D","-"
"Texas","17.0","10.0","7.0","-"
"Virginia","11.0","6.0","5.0","-"
"Washington","6.0","3.0","3.0","-"
"Other","31.0","13.0","18.0","-"
"Unknown","9.0","7.0","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
