"Persons Naturalized During Fiscal Year 2009","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Belgium","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","673.0","310.0","363.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","33.0","17.0","16.0","-"
"25-34 years","104.0","43.0","61.0","-"
"35-44 years","213.0","101.0","112.0","-"
"45-54 years","165.0","84.0","81.0","-"
"55-64 years","99.0","40.0","59.0","-"
"65 years and over","59.0","25.0","34.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","109.0","58.0","51.0","-"
"Married","474.0","220.0","254.0","-"
"Other","85.0","30.0","55.0","-"
"Unknown","5.0","2.0","3.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","220.0","119.0","101.0","-"
"Service occupations","8.0","D","D","-"
"Sales and office occupations","43.0","17.0","26.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","D","-"
"Production, transportation, and material moving occupations","8.0","D","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","82.0","30.0","52.0","-"
"Homemakers","15.0","-","15.0","-"
"Students or children","46.0","18.0","28.0","-"
"Retirees","15.0","D","D","-"
"Unemployed","6.0","D","D","-"
"Unknown","308.0","135.0","173.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","22.0","8.0","14.0","-"
"California","116.0","56.0","60.0","-"
"Colorado","10.0","3.0","7.0","-"
"Connecticut","10.0","6.0","4.0","-"
"Florida","66.0","30.0","36.0","-"
"Georgia","19.0","9.0","10.0","-"
"Illinois","15.0","8.0","7.0","-"
"Maryland","26.0","7.0","19.0","-"
"Massachusetts","23.0","11.0","12.0","-"
"Minnesota","10.0","4.0","6.0","-"
"Nevada","11.0","5.0","6.0","-"
"New Jersey","27.0","11.0","16.0","-"
"New York","70.0","33.0","37.0","-"
"North Carolina","31.0","15.0","16.0","-"
"Ohio","17.0","10.0","7.0","-"
"Pennsylvania","13.0","8.0","5.0","-"
"Texas","33.0","14.0","19.0","-"
"Virginia","35.0","12.0","23.0","-"
"Washington","23.0","10.0","13.0","-"
"Other","91.0","48.0","43.0","-"
"Unknown","5.0","2.0","3.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
