"Persons Naturalized During Fiscal Year 2009","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Trinidad and Tobago","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","5726.0","2414.0","3310.0","2.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","429.0","193.0","236.0","-"
"25-34 years","1571.0","668.0","903.0","-"
"35-44 years","1417.0","579.0","838.0","-"
"45-54 years","1262.0","517.0","744.0","1.0"
"55-64 years","714.0","307.0","406.0","1.0"
"65 years and over","333.0","150.0","183.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","1417.0","606.0","811.0","-"
"Married","3390.0","1485.0","1905.0","-"
"Other","886.0","306.0","580.0","-"
"Unknown","33.0","17.0","14.0","2.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","739.0","284.0","455.0","-"
"Service occupations","235.0","D","D","-"
"Sales and office occupations","319.0","93.0","226.0","-"
"Farming, fishing, and forestry occupations","D","D","D","-"
"Construction, extraction, maintenance and repair occupations","D","88.0","D","-"
"Production, transportation, and material moving occupations","206.0","151.0","55.0","-"
"Military","112.0","83.0","29.0","-"
"No occupation/not working outside home","643.0","214.0","429.0","-"
"Homemakers","78.0","D","D","-"
"Students or children","400.0","144.0","256.0","-"
"Retirees","50.0","D","D","-"
"Unemployed","115.0","40.0","75.0","-"
"Unknown","3380.0","1448.0","1930.0","2.0"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","33.0","14.0","19.0","-"
"California","145.0","67.0","78.0","-"
"Colorado","12.0","7.0","5.0","-"
"Connecticut","62.0","27.0","35.0","-"
"Florida","1020.0","477.0","543.0","-"
"Georgia","168.0","71.0","97.0","-"
"Illinois","21.0","8.0","13.0","-"
"Maryland","315.0","133.0","182.0","-"
"Massachusetts","121.0","55.0","66.0","-"
"Michigan","13.0","5.0","8.0","-"
"Minnesota","14.0","5.0","9.0","-"
"New Jersey","357.0","149.0","208.0","-"
"New York","2465.0","965.0","1500.0","-"
"North Carolina","113.0","49.0","64.0","-"
"Ohio","19.0","9.0","10.0","-"
"Pennsylvania","178.0","79.0","99.0","-"
"Texas","184.0","82.0","102.0","-"
"Virginia","135.0","59.0","76.0","-"
"Washington","28.0","10.0","18.0","-"
"Other","290.0","126.0","164.0","-"
"Unknown","33.0","17.0","14.0","2.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
